verdict,confidence,name,sponsor,amount_min,amount_max,num_awards,deadline,opens,gpa_min,gpa_scale,gender,military_affiliation,employer_affiliation,income_max,renewal_years,recommendation_letters,beneficiary_scope,geo_scope,estimated_effort_minutes,need_based,merit_based,first_generation,disability,residency_required,renewable,essay_required,transcript_required,fafsa_required,counties,cities,high_schools,majors,activities,clubs_organizations,college_plan,citizenship,heritage,class_year,enrollment_status,destination_institutions,eligibility_raw,name_before_enrichment,source_url,source_org,source_county,source_file
award,0.85,Year Scholarships,George Snow Scholarship Fund,,,,"February 1, 2026","November 1, 2025",,,,,,,,,,,,,,,,,True,,,,[],[],[],[],[],[],[],[],[],[],[],[],"Year Scholarships (No need to reapply each year!) Snow Scholars have access to additional Support Services throughout college Selection Process Timeline 2025 &#8211; 2026 Selection Process Timeline: November 1, 2025: Applications Open February 1, 2026: Applications Close March 31, 2026: Email Notifications of Interviews April 2026: Scholarship Interviews May 15, 2026: Award Notifications June 11, 2026: Scholar Orientation June 2026:",Year Scholarships,https://scholarship.org/scholarships/,George Snow Scholarship Fund,"Broward,Palm Beach",broward-palm-beach--george-snow-scholarship-fund.txt
award,0.92,PM Palm Health Foundation Scholarships,George Snow Scholarship Fund,,,,February 1st at 11:59 PM,November 1st,,,,,,,,,open,,,,,,,,,,,,[],[],[],"[""Nursing"", ""Behavioral/Mental Health""]",[],[],"[""graduate"", ""undergraduate""]",[],[],[],[],[],PM Palm Health Foundation Scholarships The following scholarships are for students pursuing careers in Nursing or Behavioral/Mental Health . Graduate and undergraduate scholarships are available! Applications open and close on the same day each year. November 1st - February 1st at 11:59 PM If you have any questions please contact Leslie Cornwell at [email&#160;protected] .,PM Palm Health Foundation Scholarships,https://scholarship.org/scholarships/,George Snow Scholarship Fund,"Broward,Palm Beach",broward-palm-beach--george-snow-scholarship-fund.txt
award,0.95,Nursing Scholarship,George Snow Scholarship Fund,,,,"May 1, 2026",,,,,,,,,,,county,,True,,,,True,,,,,"[""Palm Beach County""]",[],[],"[""Nursing""]",[],[],[],[],[],[],"[""Summer 2026"", ""Fall 2026""]",[],"Nursing Scholarship Criteria Nursing Undergraduate and Graduate Eligibility Criteria: To qualify, you must meet all the following criteria Preference given to residents of Palm Beach County. You must exhibit financial need. You must be accepted into a nursing program by May 1, 2026. You must be enrolled for either Summer 2026 or Fall 2026 classes. Must maintain a minimum GPA based on your program&#8217;s criteria: You must be enrolled in an accredited nursing program in Florida (CCNE and/or ACEN), or an online program approved for Florida licensure. Graduate Nursing scholarships require applicants to hold of Bachelor of Science in Nursing (BSN) or to be enrolled in an accredited RN-to-MSN or equivalent bridge program. Behavioral/",Nursing Scholarship,https://scholarship.org/scholarships/,George Snow Scholarship Fund,"Broward,Palm Beach",broward-palm-beach--george-snow-scholarship-fund.txt
award,0.95,Mental Health Scholarship,George Snow Scholarship Fund,,,,November 1,,,,,,,,,,open,state,,True,,,,,,,,,"[""Palm Beach County""]",[],[],"[""Social Work"", ""Psychology"", ""Human Services"", ""Child and Family Studies"", ""Psychiatric Nursing"", ""Counseling"", ""Clinical Mental Health Counseling"", ""Marriage and Family Therapy"", ""Applied Behavior Analysis""]",[],[],"[""Junior or Senior pursuing bachelor's degree"", ""Master's or doctoral degree""]",[],[],"[""Junior"", ""Senior""]","[""enrolled at least for Summer 2026 or Fall 2026""]",[],"Mental Health Scholarship Criteria Behavioral Health/Mental Health Undergraduate and Graduate Eligibility Criteria: To qualify, you must meet all the following criteria: Preference given to residents of Palm Beach County. You must exhibit financial need. You must be enrolled at least for Summer 2026 or Fall 2026 classes Must maintain a minimum GPA based on your program&#8217;s criteria. Undergraduate Eligibility: Students must be pursuing a bachelor&#8217;s degree in a major that serves as a pathway into a graduate program required for professional licensure in behavioral or mental health. You must be a Junior or Senior. Eligible majors include: Social Work Psychology Human Services Child and Family Studies Psychiatric Nursing (accredited &gt; PMHNP/ARNP) Individuals who already hold credentials such as Community Health Worker (CHW), Certified Recovery Peer Specialist (CRPS), Certified Nursing Assistants (CNA), or Behavioral Health Technician (BHT) are strongly encouraged to apply as they continue advancing their education and career in the behavioral health and nursing field. Graduate Eligibility: Student must be pursuing a master’s or doctoral degree in an accredited program (On-campus, hybrid, or online) that leads to professional licensure in mental or behavioral health. Eligible programs include (but are not limited to): Social Work (CSWE-accredited MSW&gt;LCSW) Counseling / Clinical Mental Health Counseling (CACREP-accredited &gt; LMHC). Marriage and Family Therapy (COAMFTE-accredited&gt; LMFT) Psychology (APA-accredited doctoral &gt; Licensed Psychologist) Applied Behavior Analysis (ABAI-verified &gt; BCBA) Psychiatric Nursing (accredited &gt; PMHNP/ARNP). Doctor of Social Work (DSW) programs will also be considered if the applicant already holds a CSWE-accredited MSW. School/Degree Eligibility Students must be enrolled in an accredited mental or behavioral health program in Florida or online that meets the educational requirements for licensure under the Florida Board of Clinical Social Work, Marriage and Family Therapy, and Mental Health Counseling or related licensing boards. Selection Process Timeline 2025 – 2026 Selection Process Timeline: November 1",Mental Health Scholarship,https://scholarship.org/scholarships/,George Snow Scholarship Fund,"Broward,Palm Beach",broward-palm-beach--george-snow-scholarship-fund.txt
award,0.95,Graduate School Scholarship,George Snow Scholarship Fund,,,,"April 1, 2026","January 16, 2026",,,,,,,,,closed,county,,,,,,True,,,,,"[""Palm Beach County"", ""Broward County""]",[],[],[],[],[],[],[],[],[],"[""accepted into or currently enrolled in a graduate program""]",[],"Graduate School Scholarship so that Snow Scholars can pursue advanced degrees. Eligibility Criteria: Must have been a former recipient of our scholarship program for high school seniors in PBC and Broward. Must be accepted into or currently enrolled in a graduate program. Selection Process Timeline 2026 Selection Process Timeline: January 1 6 , 202 6 : Applications Open April 1, 202 6 : Applications Close April 28 , 202 6 : Interview Notifications May 7 , 202 6 : Virtual Interviews (6:00 PM – 9:00 PM) May 15 , 202 6 : Notification of Award June 1 3 , 202 6 :",Graduate School Scholarship,https://scholarship.org/scholarships/,George Snow Scholarship Fund,"Broward,Palm Beach",broward-palm-beach--george-snow-scholarship-fund.txt
award,0.85,BDJ40 Scholarship,Udonis Haslem Foundation,15000,15000,,4/15,,3.2,4.0,,,,,,,open,county,45,,True,,,,,True,,,"[""Miami-Dade County"", ""Broward County""]",[],[],[],"[""community service""]",[],[],[],[],"[""12th Grade""]",[],[],"Technical School Scholarships Senior Scholarship Spotlights BDJ40 Scholarship 12th Grade Due Date: 4 / 15 Overview: $15,000 Udonis Haslem Foundation Requirements: Any Miami-Dade or Broward County high school senior with at least a 3.2 GPA and community service experience To apply, tell us how your experience with mental health has impacted your beliefs, relationships, and career goals. Please also submit a 1-2 minute video introducing yourself. Phi Beta Sigma (Theta Rho Sigma Chapter) 12th Grade Due Date: 4/ 20 Overview: Eligibility Requirements Include: Must be a graduating high school senior attending a public or private school in Miami-Dade or Broward County Minimum 2.5 unweighted GPA Official high school transcript College or university acceptance letter Minimum 24 community service hours Two letters of recommendation Completed photo release form Typed essay (maximum 3 pages, double spaced)",Scholarships Senior Scholarship Spotlights BDJ40 Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.95,Hadden Scholarship,Youth Foundation,,,,5/15,2/1,3.5,4.0,,,,,,,,,,True,True,,,,,,,,[],[],[],[],"[""leadership"", ""volunteerism""]",[],[],[],[],"[""12th grade""]",[],[],"APPLY HERE The Hadden Scholarship 12th Grade Applications open from 2/1-5/15 Overview: Award amount: Varies Youth Foundation considers scholastic achievement, character, leadership, volunteerism, and financial need * . There is a minimum unweighted grade point average requirement, 3.5 on a 4.0 scale, to apply for a",Hadden Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.85,Coca-Cola Scholars Program,Coca-Cola,,,,October 2026,Aug/Sept 2026,,,,,,,,,open,national,,,True,,,,,,,,[],[],[],[],[],[],[],[],[],"[""final year of high school""]",[],[],"Coca Cola Scholarship Applications open Aug/Sept 2026 Deadline: October 2026 The Coca-Cola Scholars Program scholarship is an achievement-based scholarship awarded to students in their final year of high school. Students are recognized for their capacity to lead and serve, as well as their commitment to making a significant impact on their schools and communities Requirements: Scholarships:",Coca Cola Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.95,Horatio Alger Scholarship Program,Horatio Alger Association,,25000,,"March 15, 2026",,2.0,4.0,,,,,,,open,,,,,,,,,,,,[],[],[],[],[],[],"[""associate's degree"", ""certificate program""]",[],[],"[""high school seniors""]",[],[],"The Horatio Alger Scholarship Program Eligibility: High school seniors with a 2.0 GPA or higher interested in pursuing an associate’s degree or certificate program. Award Amount: Up to $25,000. Deadline: March 15, 2026.",Horatio Alger Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.95,Jack Kent Cooke Foundation College Scholarship,Jack Kent Cooke Foundation,,40000,,"November 1, 2026",,3.75,4.0,,,,,,,open,national,,True,True,,,,,,,,[],[],[],[],[],[],[],[],[],"[""seniors""]",[],[],"The Jack Kent Cooke Foundation College Scholarship (for Juniors to start researching now) Eligibility: High-achieving high school seniors with demonstrated financial need and a GPA of 3.75 or above. Award Amount: Up to $40,000 per year. Deadline: November 1, 2026.",Jack Kent Cooke Foundation College Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.95,Democracy Scholarship,Achieve Miami,,30000,,"October 31, 2026",,2.5,4.0,,,,,,,open,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],"[""9"", ""10"", ""11"", ""12""]",[],[],"Democracy Scholarship (for Juniors to start researching now) Eligibility: Open to students in grades 9-12, with a minimum GPA of 2.5. Award Amount: Up to $30,000. Deadline: October 31, 2026. The Dell Scholars Program (for Juniors to start researching now) Eligibility: High school seniors with a GPA of 2.4 or higher and be",Democracy Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.92,Drive Scholarship,Achieve Miami,1000,1000,,"September, 2026",,2.5,4.0,,,,,,,open,,,,True,,,,,,,,[],[],[],[],[],[],[],[],[],[],"[""high school"", ""college""]",[],"Drive Scholarship Eligibility: Open to high school and college students with a GPA of 2.5 or higher. Award Amount: $1,000. Deadline: September, 2026. Underclassmen (9-11th) Major Resources: Big Future (College Board) Scholarships 360",Drive Scholarship,https://sites.google.com/achievemiami.org/scholars/scholarshipsresources,Achieve Miami scholars portal,Miami-Dade,miami-dade--achieve-miami-scholars-portal.txt
award,0.92,Stamps Family Scholarships,Coral Gables Community Foundation,,,,"Friday, March 20, 2026","March 9, 2026",,,,,,,,,nomination_only,county,,,,,,,,,,,"[""Miami-Dade County""]",[],[],[],[],[],[],[],[],[],[],[],"Stamps Family Scholarships : This scholarship fund is open to selected public and private schools in Miami-Dade County. Watch for an invitation from your principal or CAP advisor. Read more . Stamps application opens on March 9, 2026. Stamps deadline is on Friday, March 20, 2026 .",Stamps Family Scholarships,https://gablesfoundation.org/scholarships/,Coral Gables Community Foundation scholarships,Miami-Dade,miami-dade--coral-gables-community-foundation-scholarships.txt
award,0.95,Bag Scholarship,Coral Gables Community Foundation,,25000,,"January 2, 2026",now,,,,,True,,,,employees_only,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],"Bag Scholarship : Provides educational and tuition assistance to children or minor dependents of employees of Plantain Products Company (Chifles ® ). Established in 2024 by the Rivas Family, this scholarship honors the hard-working men and women at Chifles. The award aims to remove barriers and create new opportunities, helping students reach their full potential both in the classroom and beyond. More information is here . Applications are open now , and the deadline is January 2, 2026 . Beca Chifles® Beyond the Bag: Brinda asistencia educativa y de matrícula a hijos o dependientes menores de los empleados de Plantain Products Company (Chifles®). Establecida en 2024 por la familia Rivas, esta beca honra a los hombres y mujeres que trabajan duro en Chifles. El premio tiene como objetivo eliminar barreras y crear nuevas oportunidades, ayudando a los estudiantes a alcanzar su máximo potencial tanto en el aula como fuera de ella. Valor: Hasta $25,000 para gastos de matrícula y educación. Mas informacion aqui . Rules for All Applicants from",Bag Scholarship,https://gablesfoundation.org/scholarships/,Coral Gables Community Foundation scholarships,Miami-Dade,miami-dade--coral-gables-community-foundation-scholarships.txt
award,0.95,Ortega Foundation Scholarship,The Miami Foundation,,,,"March 29, 2026",,3.5,4.0,,,,,,,open,county,,,True,,,,,,,,"[""Miami-Dade County""]",[],[],[],[],[],[],[],[],"[""high school seniors""]",[],[],"The Ortega Foundation Scholarship Program in honor of its founder Jose Antonio Ortega, Sr. Jose Antonio strongly believed in giving academically accomplished individuals the opportunity to pursue a college education. Scholarships are awarded to Miami-Dade County high school seniors with a GPA of 3.5 or above. The application deadline is March 29, 2026. Alan R. Epstein ‘",Ortega Foundation Scholarship,https://miamifoundation.org/scholarships/,The Miami Foundation scholarships,Miami-Dade,miami-dade--the-miami-foundation-scholarships.txt
award,0.95,Future Lawyers Scholarship,DRRT,5000,5000,,"March 15, 2026",,,,,,,,3,,open,county,,True,,,,True,True,,,,"[""Miami-Dade"", ""Broward""]",[],[],[],[],[],"[""ABA-accredited law school""]",[],[],"[""first-year law student""]","[""admitted to an ABA-accredited law school""]",[],"The Future Lawyers Scholarship established by international law firm, DRRT, will provide financial support to a first-year law student as they explore their interest in law school. The awardee will receive a $5,000 scholarship for three years of law studies along with an opportunity to intern and attend events at DRRT. To qualify, applicants must demonstrate financial need, must be a resident of Miami-Dade or Broward counties, and be admitted to an ABA-accredited law school. The application deadline is March 15, 2026. Give Kids A",Future Lawyers Scholarship,https://miamifoundation.org/scholarships/,The Miami Foundation scholarships,Miami-Dade,miami-dade--the-miami-foundation-scholarships.txt
award,0.95,Judge Sidney M. Aronovitz Memorial Scholarship,The Miami Foundation,,,,"March 15, 2026",,,,,,,,,,open,county,,,,,,,,,,,"[""Miami-Dade County""]",[],[],[],"[""legal field"", ""social-justice issues""]",[],"[""university-level""]",[],"[""minority students""]",[],[],[],"Judge Sidney M. Aronovitz Memorial Scholarship The Aronovitz Family partnered with The Miami Foundation to honor the memory of the late Judge Sidney M. Aronovitz. Judge Aronovitz stood as an example for the community, excelling in his chosen profession and always thinking of those less fortunate than himself. Scholarships are awarded to Miami-Dade County minority students planning to continue their education through the university-level and pursue a career related to the legal field or social-justice issues. The application deadline is March 15, 2026.",Judge Sidney M. Aronovitz Memorial Scholarship,https://miamifoundation.org/scholarships/,The Miami Foundation scholarships,Miami-Dade,miami-dade--the-miami-foundation-scholarships.txt
award,0.95,Kozyak Summer Fellowship,Kozyak Minority Mentoring Foundation / The Miami Foundation,5000,5000,10,"March 15, 2026",,,,,,,,,,open,state,,,True,True,,True,,,,,[],[],[],"[""law""]","[""unpaid internships with judges"", ""nonprofit organizations"", ""government agencies""]",[],[],[],"[""minority""]",[],"[""enrolled at Florida law schools or Florida residents attending law schools out of state""]","[""Florida law schools""]","The Kozyak Summer Fellowship (KSSF) continues the legacy of the Kozyak Minority Mentoring Foundation, which for more than 15 years awarded $5,000 summer fellowships to minority and first-generation law students. These fellowships support students enrolled at Florida law schools or Florida residents attending law schools out of state. KSSF provides financial assistance for unpaid internships with judges, nonprofit organizations, or government agencies offering opportunities that align with values of service, diversity, and fairness. Each fellow is paired with one or more mentors, gaining meaningful legal experience and building valuable professional connections. In 2026, KSSF anticipates awarding 10–12 fellowships to outstanding students committed to making a difference in the legal profession. The application deadline is March 15, 2026. Liberty Square/",Kozyak Summer Fellowship,https://miamifoundation.org/scholarships/,The Miami Foundation scholarships,Miami-Dade,miami-dade--the-miami-foundation-scholarships.txt
award,0.95,Lincoln Gardens Student Scholarship Fund,The Miami Foundation,,,,"May 24, 2026",,,,,,,,,,open,city,,,True,,,True,,,,,[],"[""Liberty Square"", ""Lincoln Gardens""]",[],[],[],[],"[""college degree"", ""vocational/trade certification program""]",[],[],[],[],[],"Lincoln Gardens Student Scholarship Fund The Related Group established this fund to support students with high aspirations who currently reside in Liberty Square or Lincoln Gardens residential communities. Scholarship recipients may pursue post-secondary education through a college degree or vocational/trade certification program. The application deadline is May 24, 2026. College Costs Are Rising: Here’s What You Need to Know As college sticker prices grow every year, scholarships have become a growing necessity for students pursuing higher education. The average cost of college has more than doubled since the start of the 21st century. Source: https://educationdata.org/average-cost-of-college On average, it costs&#8230; $ 0 to graduate from an In-State, Public 4-Year College $ 0 to graduate from an Out-of-State, Public 4-Year College Use the u",Lincoln Gardens Student Scholarship Fund,https://miamifoundation.org/scholarships/,The Miami Foundation scholarships,Miami-Dade,miami-dade--the-miami-foundation-scholarships.txt
award,0.95,Cycle Scholarship,Community Foundation for Palm Beach & Martin Counties,,,,"Mar. 6, 2026 (5 p.m. ET)","Mar. 4, 2026 (5 p.m. ET)",2.0,4.0,,,,,,1,open,county,120,True,True,,,True,,True,True,,"[""Palm Beach"", ""Martin""]",[],[],[],[],[],"[""college"", ""university"", ""trade/vocational school""]","[""U.S. Citizen"", ""Permanent Resident""]",[],"[""Graduating high school senior""]","[""Incoming student""]",[],"Cycle Scholarship applications for the 2026 cycle are now closed. Current applicants should continue to monitor their email for updates about interviews and awards. We look forward to reopening applications next year. Feb. 2, 2026 Applications open Mar. 4, 2026 (5 p.m. ET) Deadline to apply Mar. 6, 2026 (5 p.m. ET) Recommendation letters due April 2026 Interviews for finalists Mid-May 2026 Awards announced June 19, 2026 Scholar Celebration July 2026 Scholarship payments sent to schools ---> Eligibility Some scholarships have additional requirements. Minimum 2.0 GPA Graduating high school senior in Palm Beach or Martin County Incoming student at a college, university, or trade/vocational school Demonstrated financial need and/or academic achievement Be a U.S. Citizen or Permanent Resident What You’ll Need Unofficial transcript Completed essays Letter(s) of recommendation U.S. Birth Certificate U.S. Passport (Book or Card) Certificate of Citizenship (Form N-560 or N-561) Certificate of Naturalization (Form N-550 or N-570) Employment Authorization Document (Form I-766) Permanent Resident Card (Form I-551; “Green Card”) Ready to Apply?",Cycle Scholarship,https://yourcommunityfoundation.org/scholarship-seekers/,Community Foundation for Palm Beach & Martin Counties,Palm Beach,palm-beach--community-foundation-for-palm-beach-martin-counties.txt
award,0.85,Meilia Scholarship,PBC Friends of,1000,1000,,May 31,,,,,,,,,,,county,,,,,,True,,,,,"[""Palm Beach County""]",[],[],"[""architecture"", ""engineering"", ""construction"", ""public service""]",[],[],[],[],[],[],[],[],"Meilia Scholarship ($1000, resident of PBC, planning major in architecture, engineering, construction or public service) - Due May 31 PBC Friends of",Meilia Scholarship,https://sites.google.com/palmbeachschools.org/jhs-scholarship-bulletin/home,Palm Beach per-school bulletin on Google Sites,Palm Beach,palm-beach--palm-beach-per-school-bulletin-on-google-sites.txt
award,0.85,Youth Services Nursing Scholarship,Caden Ingram Foundation,4500,4500,,June 1,,,,,,,,2,,,county,,,,,,True,True,,,,"[""Palm Beach""]",[],[],"[""nursing""]",[],[],[],[],[],[],[],[],"Youth Services Nursing Scholarship ($4500 two years total $9000, PBC resident, pursuing nursing program) - Due June 1 Caden Ingram Foundation (service related, awareness of substances and society problems) - Due June 1",Youth Services Nursing Scholarship,https://sites.google.com/palmbeachschools.org/jhs-scholarship-bulletin/home,Palm Beach per-school bulletin on Google Sites,Palm Beach,palm-beach--palm-beach-per-school-bulletin-on-google-sites.txt
award,0.85,Horatio Alger CTE Scholarship,Kantner Foundation,2000,3000,,June 5,,,,,,,100000,,,,state,,True,True,,,True,,,,,[],[],[],[],[],[],"[""community college"", ""trade""]",[],[],"[""seniors""]",[],[],"Horatio Alger CTE Scholarship (complete high school by 7/1, plan to attend community college or TRADE, household under 100k) - Due June 5 Kantner Foundation ($2000-$3000, seniors residents of FL, academics, leadership &amp; entrepreneurship) - Due June 30",Horatio Alger CTE Scholarship,https://sites.google.com/palmbeachschools.org/jhs-scholarship-bulletin/home,Palm Beach per-school bulletin on Google Sites,Palm Beach,palm-beach--palm-beach-per-school-bulletin-on-google-sites.txt
award,0.92,Dave Davis Memorial Scholarship,South Florida Business Aviation Association,,,,Aug. 14,,3.0,4.0,,,,,,,,county,,,True,,,,,,,,"[""Palm Beach County""]",[],[],"[""aviation""]","[""service (300 hours minimum in one area)""]",[],"[""full time college"", ""career in aviation""]",[],[],"[""senior""]",[],[],"Dave Davis Memorial Scholarship (senior from PBC, 3.0+, 300 hours to one area of service, full time college, leadership) - Due Aug. 14 South Florida Business Aviation Association ( PBC senior, aviation focused college, 3.0+, career in aviation) - Due Aug. 14 Haitian Excellence in Business &amp;",Dave Davis Memorial Scholarship,https://sites.google.com/palmbeachschools.org/jhs-scholarship-bulletin/home,Palm Beach per-school bulletin on Google Sites,Palm Beach,palm-beach--palm-beach-per-school-bulletin-on-google-sites.txt
award,0.85,HACER National Scholarship,McDonald's,,,30,,,,,,,,,,,,national,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],"HACER National Scholarship Provider: McDonald&rsquo;s Amount: $100,000 # of winners: 30 7 BMW/",HACER National Scholarship,https://bdchsstudentservices.weebly.com/scholarship-list.html,Brooks DeBartolo Collegiate HS student services,Hillsborough,hillsborough--brooks-debartolo-collegiate-hs-student-services.txt
award,0.85,California Scholarship,Order Sons and Daughters of Italy in America,1000,1000,20,,,,,,,,,,,,state,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],"California Scholarship Provider: Order Sons and Daughters of Italy in America Amount: $1,000 # of winners: 20 9",California Scholarship,https://bdchsstudentservices.weebly.com/scholarship-list.html,Brooks DeBartolo Collegiate HS student services,Hillsborough,hillsborough--brooks-debartolo-collegiate-hs-student-services.txt
award,0.95,NSHSS Foundation STEM Scholarship,National Society of High School Scholars,1000,1000,1,,,,,,,,,,,,,,,,,,,,,,,[],[],[],"[""STEM""]",[],[],[],[],[],[],[],[],"NSHSS Foundation STEM Scholarship Provider: National Society of High School Scholars Amount: $1,000 # of winners: 1 Omega Psi Phi Fraternity, Inc. International High School Essay Contest Provider: Omega Psi Phi Fraternity, Inc. Amount: $5,000 # of winners: 4 Global Supply Chain and",NSHSS Foundation STEM Scholarship,https://bdchsstudentservices.weebly.com/scholarship-list.html,Brooks DeBartolo Collegiate HS student services,Hillsborough,hillsborough--brooks-debartolo-collegiate-hs-student-services.txt
award,0.95,Commerce Scholarship,Anna Maria Island Chamber of Commerce,,,3,02/27/2026,,,,,,,,,,,county,,,,,,,,,,,"[""Manatee County""]","[""Anna Maria Island""]",[],[],[],[],"[""two-year degree"", ""four-year degree"", ""trade school"", ""career focused education""]",[],[],"[""2026 high school graduates""]",[],"[""MTI"", ""SCF""]","Commerce Scholarship Name of Organization: Anna Maria Island Chamber of Commerce Deadline: 02/27/2026 Area of Study: Various Eligibility: The Anna Maria Island Chamber of Commerce is offering scholarships to Manatee County graduating seniors seeking a four-year degree or seeking local trade or career focused education. For the application, go to Anna Maria Island Chamber of Commerce or see your high school guidance counselor. Number of Awards: Three (3) to 2026 high school graduates seeking a two- or four-year degree or a Manatee County local trade school or a career focused education such as MTI, SCF or",Commerce Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.85,Kaiser University Award,Manatee Education Foundation,1000,1000,,02/15/2026,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],"Kaiser University Award Amount: $1,000 each Contact Information: Go to Anna Maria Island Chamber of Commerce and select the Event and Scholarship tab the top of the page. Then select Event &amp; Scholarship Forms from the dropdown menu. Arts Advocates Name of Organization: Arts Advocates Deadline: 02/15/2026 Area of Study: U ndergraduate studies in the fine arts including visual arts, performing arts, creative writing, architecture and related endeavors. Eligibility &amp; Application: Go to https://www.artsadvocates.org/scholarships/how-to-apply Number of Awards: To be announced Award Amount: To be announced Contact Information: E-mail to scholarship@artadvocates.org Arts for Life! Name of Organization: Foundation for Excellence in Education Deadline: 02/09/2026 Go to Arts for Life website for scholarship info and application . Area of Study: Creative writing, dance, drama, music or visual art. Eligibility: High school students who are graduating from a public, private, or virtual school or a home education program in Florida during the current academic year. Number of Awards: 25 awards of $1,000 each throughout",Kaiser University Award,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.85,Florida Award,Association for the Study of African American Life and History,1000,1000,,Feb. 15 every year,,3.0,4.0,any,,,,,,open,state,,,True,,,,,,,,[],[],[],[],[],[],[],[],"[""Black""]","[""graduating high school student""]",[],[],"Florida Award Amount: One-time award of $1,000 Application and Contact Information: https://artsforlifeaward.org/#apply Association for the Study of African American Life and History Name of Organization: Association for the Study of African American Life and History Deadline: Feb. 15 every year Area of Study: Various Eligibility: Must be a graduating Black high school student. Must possess a cumulative grade point average of 3.0 or higher on a 4.0 scale. Get all details and apply at https://asalh-manasotafl.org/student-scholarships Number of Awards:",Florida Award,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.95,Barry Jones Memorial Scholarship,Manatee Education Foundation,2500,2500,1,,,,,,,,,,,open,county,,,,,,True,,,,,"[""Manatee County""]",[],[],[],[],[],"[""4-year degree"", ""2-year degree/program""]",[],[],"[""graduating senior""]","[""planning to enroll in an accredited institution""]",[],"The Barry Jones Memorial Scholarship is made possible by the Rays Baseball Foundation and presented by Manatee Education Foundation. Applicant must be a graduating senior from a School District of Manatee County public high school planning to enroll in an accredited institution for 4-year or 2-year degree/program. Go to https://mefinfo.org/ and choose the For Students tab for application and details. Number of Awards: One (1) Award Amount: $2,500 one-time award Contact Information: Manatee Education Foundation &#8211; Students page. Click the link on that page and scroll to the feature for this scholarship. For complete details and application form, please follow the instructions on the form.",Barry Jones Memorial Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.92,DAR Osceola Chapter Scholarship,DAR Osceola Chapter,1000,1000,2,03/01/2026,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],"DAR Osceola Chapter Scholarship Deadline: 03/01/2026 Obtain information by email to osceolascholarship@gmail.com Area of Study: Not specified Eligibility: Obtain information by email to osceolascholarship@gmail.com Download scholarship application Awards: Two awards of $1,000 each. Obtain information by email to osceolascholarship@gmail.com Contact Information: Get the application form by email to osceolascholarship@gmail.com Democratic Women's Club of Manatee Name of Organization: Democratic Women&#8217;s Club of",DAR Osceola Chapter Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
award,0.85,Manatee Marge Kinnan Scholarship,Manatee Education Foundation,,,,03/01/26,,,,,,,,,,,,,,,,,,,,,,[],[],[],[],[],[],[],[],[],[],[],[],Manatee Marge Kinnan Scholarship Deadline: 03/01/26 Area of Study: Not specified Eligibility: All details and forms available at the Democratic Women&#8217;s Club of Manatee website D ownload scholarship,Manatee Marge Kinnan Scholarship,https://mefinfo.org/the-scholarship-source/,Manatee Education Foundation,Manatee,manatee--manatee-education-foundation.txt
