priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,beneficiary_scope,notes
D,60,ROBERT J PERA FOUNDATION,ROBERT J PERA FOUNDATION,,"""ROBERT J PERA FOUNDATION"" West Palm Beach FL scholarship application",West Palm Beach,Palm Beach,871254834,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BAKER-DAY FAMILY FOUNDATION INC,BAKER-DAY FAMILY FOUNDATION INC,,"""BAKER-DAY FAMILY FOUNDATION INC"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,874096179,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BEACHWOOD CHARITABLE TRUST INC,BEACHWOOD CHARITABLE TRUST INC,,"""BEACHWOOD CHARITABLE TRUST INC"" Palm Springs FL scholarship application",Palm Springs,Palm Beach,874154887,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,RUIZ FAMILY FOUNDATION INC,RUIZ FAMILY FOUNDATION INC,,"""RUIZ FAMILY FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,874628838,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ZUCKERMAN FAMILY FOUNDATION INC,ZUCKERMAN FAMILY FOUNDATION INC,,"""ZUCKERMAN FAMILY FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,874799763,1,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,SAM AND EMINA NAZARIAN FAMILY FOUNDATION,SAM AND EMINA NAZARIAN FAMILY FOUNDATION,,"""SAM AND EMINA NAZARIAN FAMILY FOUNDATION"" Coconut Grove FL scholarship application",Coconut Grove,Miami-Dade,882885712,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,MASON SLAINE FAMILY FOUNDATION INC,MASON SLAINE FAMILY FOUNDATION INC,,"""MASON SLAINE FAMILY FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,883794554,1,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BENJAMIN ERIC BERGEN MEMORIAL FOUNDATION INC,BENJAMIN ERIC BERGEN MEMORIAL FOUNDATION INC,,"""BENJAMIN ERIC BERGEN MEMORIAL FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,920732599,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,SLYUSARCHUK FOUNDATION INC,SLYUSARCHUK FOUNDATION INC,,"""SLYUSARCHUK FOUNDATION INC"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,921092648,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ARTHUR SCHECHNER CHARITABLE FOUNDATION,ARTHUR SCHECHNER CHARITABLE FOUNDATION,,"""ARTHUR SCHECHNER CHARITABLE FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,921367500,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,DR RAJEEV AND SEEMA JAIN FOUNDATION INC,DR RAJEEV AND SEEMA JAIN FOUNDATION INC,,"""DR RAJEEV AND SEEMA JAIN FOUNDATION INC"" Plantation FL scholarship application",Plantation,Broward,922312776,1,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,PRYOR FAMILY FOUNDATION INC,PRYOR FAMILY FOUNDATION INC,,"""PRYOR FAMILY FOUNDATION INC"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,931342530,1,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,60,BARDO FOUNDATION,BARDO FOUNDATION,,"""BARDO FOUNDATION"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,932978483,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,DAN FOUNDATION INC,DAN FOUNDATION INC,,"""DAN FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,933828507,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,DR WILTON TRIGGS FOUNDATION INC,DR WILTON TRIGGS FOUNDATION INC,,"""DR WILTON TRIGGS FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,934413726,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,JAMES R AND SCARLOTT K MUELLER FAMILY FOUNDATION INC,JAMES R AND SCARLOTT K MUELLER FAMILY FOUNDATION INC,,"""JAMES R AND SCARLOTT K MUELLER FAMILY FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,992438595,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,JEROME AND DEBBIE FALIC FOUNDATION INC,JEROME AND DEBBIE FALIC FOUNDATION INC,,"""JEROME AND DEBBIE FALIC FOUNDATION INC"" Hollywood FL scholarship application",Hollywood,Broward,993356694,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,MINUTELLO FAMILY FOUNDATION,MINUTELLO FAMILY FOUNDATION,,"""MINUTELLO FAMILY FOUNDATION"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,993582417,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,TEAM NATIONAL HOPE FOUNDATION,TEAM NATIONAL HOPE FOUNDATION,,"""TEAM NATIONAL HOPE FOUNDATION"" Davie FL scholarship application",Davie,Broward,306560837,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,PIERRE CHARITABLE FOUNDATION,PIERRE CHARITABLE FOUNDATION,,"""PIERRE CHARITABLE FOUNDATION"" Pembroke Pines FL scholarship application",Pembroke Pines,Broward,332140170,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,UNO MAS FAMILY FOUNDATION,UNO MAS FAMILY FOUNDATION,,"""UNO MAS FAMILY FOUNDATION"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,332246900,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,CLAUDE & ROSHAN MORAES FAMILY FOUNDATION INC,CLAUDE & ROSHAN MORAES FAMILY FOUNDATION INC,,"""CLAUDE & ROSHAN MORAES FAMILY FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,332431389,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,MIYARES FAMILY FOUNDATION,MIYARES FAMILY FOUNDATION,,"""MIYARES FAMILY FOUNDATION"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,332963508,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BRANDENBURG FAMILY CHARITABLE FOUNDATION INC,BRANDENBURG FAMILY CHARITABLE FOUNDATION INC,,"""BRANDENBURG FAMILY CHARITABLE FOUNDATION INC"" Pompano Beach FL scholarship application",Pompano Beach,Broward,332979448,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ELLA RILEY ADLER FOUNDATION INC,ELLA RILEY ADLER FOUNDATION INC,,"""ELLA RILEY ADLER FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,333402085,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,UPLAND BURMA FOUNDATION,UPLAND BURMA FOUNDATION,,"""UPLAND BURMA FOUNDATION"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,333775566,0,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,60,NORMAN AND HENNY OBERMAIER CHARITABLE TRUST,NORMAN AND HENNY OBERMAIER CHARITABLE TRUST,,"""NORMAN AND HENNY OBERMAIER CHARITABLE TRUST"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,334262612,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BARRY F COHEN PRIVATE FOUNDATION,BARRY F COHEN PRIVATE FOUNDATION,,"""BARRY F COHEN PRIVATE FOUNDATION"" Jupiter FL scholarship application",Jupiter,Palm Beach,335051751,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,CROWN OAK FOUNDATION INC,CROWN OAK FOUNDATION INC,,"""CROWN OAK FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,352909308,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,60,COLE FAMILY FOUNDATION INC,COLE FAMILY FOUNDATION INC,,"""COLE FAMILY FOUNDATION INC"" Fort Lauderdale FL scholarship application",Fort Lauderdale,Broward,365095755,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,LEON FOUNDATION,LEON FOUNDATION,,"""LEON FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,372170414,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,SANFORD AND LISA HODES FOUNDATION,SANFORD AND LISA HODES FOUNDATION,,"""SANFORD AND LISA HODES FOUNDATION"" Parkland FL scholarship application",Parkland,Broward,392816973,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,JAMES AND ILENE ROSS FAMILY CHARITABLE FOUNDATION INC,JAMES AND ILENE ROSS FAMILY CHARITABLE FOUNDATION INC,,"""JAMES AND ILENE ROSS FAMILY CHARITABLE FOUNDATION INC"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,392879228,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,POUNCIL LEGACY FOUNDATION INC,POUNCIL LEGACY FOUNDATION INC,,"""POUNCIL LEGACY FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,392942363,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ISLAA FOUNDATION INC,ISLAA FOUNDATION INC,,"""ISLAA FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,393098335,0,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,60,MICHAEL AND OKSANA COYNE FOUNDATION INC,MICHAEL AND OKSANA COYNE FOUNDATION INC,,"""MICHAEL AND OKSANA COYNE FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,393347857,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ROYAL CARIBBEAN GROUP FOUNDATION,ROYAL CARIBBEAN GROUP FOUNDATION,,"""ROYAL CARIBBEAN GROUP FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,393424030,0,0,T21,Y,ntee-grantmaker:T21;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,EDWARD S REINER FOUNDATION INC,EDWARD S REINER FOUNDATION INC,,"""EDWARD S REINER FOUNDATION INC"" Wellington FL scholarship application",Wellington,Palm Beach,394042714,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ALPHA ZERO GLOBAL FOUNDATION,ALPHA ZERO GLOBAL FOUNDATION,,"""ALPHA ZERO GLOBAL FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,394267123,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,PERLOV FAMILY FOUNDATION,PERLOV FAMILY FOUNDATION,,"""PERLOV FAMILY FOUNDATION"" Hollywood FL scholarship application",Hollywood,Broward,394448168,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,COREROOTED FOUNDATION,COREROOTED FOUNDATION,,"""COREROOTED FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,394759594,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,DREW SAMPLE FOUNDATION,DREW SAMPLE FOUNDATION,,"""DREW SAMPLE FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,412426518,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,PALL FAMILY FOUNDATION,PALL FAMILY FOUNDATION,,"""PALL FAMILY FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,412444253,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,LUTN FOUNDATION INC,LUTN FOUNDATION INC,,"""LUTN FOUNDATION INC"" Surfside FL scholarship application",Surfside,Miami-Dade,412572687,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,WSKW FOUNDATION INC,WSKW FOUNDATION INC,,"""WSKW FOUNDATION INC"" Surfside FL scholarship application",Surfside,Miami-Dade,412578014,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,TCIO FOUNDATION INC,TCIO FOUNDATION INC,,"""TCIO FOUNDATION INC"" Surfside FL scholarship application",Surfside,Miami-Dade,412606782,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,GLIKLICH FAMILY FOUNDATION INC,GLIKLICH FAMILY FOUNDATION INC,,"""GLIKLICH FAMILY FOUNDATION INC"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,412995833,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,GERCHEN FAMILY FOUNDATION INCORPORA TED,GERCHEN FAMILY FOUNDATION INCORPORA TED,,"""GERCHEN FAMILY FOUNDATION INCORPORA TED"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,413052679,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,STRIVE FAMILY FOUNDATION,STRIVE FAMILY FOUNDATION,,"""STRIVE FAMILY FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413085576,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,CENTRAL GIVERS FOUNDATION,CENTRAL GIVERS FOUNDATION,,"""CENTRAL GIVERS FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413139926,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,HAVENSTEIN FAMILY FOUNDATION,HAVENSTEIN FAMILY FOUNDATION,,"""HAVENSTEIN FAMILY FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413184690,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,1 PERCENT BE FOUNDATION,1 PERCENT BE FOUNDATION,,"""1 PERCENT BE FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413188978,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,THEBIGRIG FOUNDATION,THEBIGRIG FOUNDATION,,"""THEBIGRIG FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413190368,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,TIME FOR AN UPGRADE FOUNDATION,TIME FOR AN UPGRADE FOUNDATION,,"""TIME FOR AN UPGRADE FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413190470,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,MASON TIPTON FAMILY FOUNDATION,MASON TIPTON FAMILY FOUNDATION,,"""MASON TIPTON FAMILY FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413190674,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,ALBERS FOUNDATION INC,ALBERS FOUNDATION INC,,"""ALBERS FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,413286334,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,IRVIN STERN FAMILY FOUNDATION,IRVIN STERN FAMILY FOUNDATION,,"""IRVIN STERN FAMILY FOUNDATION"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,413573816,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,MOBARAK FOUNDATION INCORPORATED,MOBARAK FOUNDATION INCORPORATED,,"""MOBARAK FOUNDATION INCORPORATED"" Miami FL scholarship application",Miami,Miami-Dade,414400950,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,GLEN FAMILY FOUNDATION INC,GLEN FAMILY FOUNDATION INC,,"""GLEN FAMILY FOUNDATION INC"" Jupiter FL scholarship application",Jupiter,Palm Beach,414541931,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,REGGIANI FAMILY FOUNDATION INC,REGGIANI FAMILY FOUNDATION INC,,"""REGGIANI FAMILY FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,414737517,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,THE CARLOS PERALTA FOUNDATION INC,THE CARLOS PERALTA FOUNDATION INC,,"""THE CARLOS PERALTA FOUNDATION INC"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,414800029,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,DR HARTMUT MALLUCHE FOUNDATION,DR HARTMUT MALLUCHE FOUNDATION,,"""DR HARTMUT MALLUCHE FOUNDATION"" Jupiter FL scholarship application",Jupiter,Palm Beach,415166147,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,KETTY PAQUITA FOUNDATION CORP,KETTY PAQUITA FOUNDATION CORP,,"""KETTY PAQUITA FOUNDATION CORP"" Lauderhill FL scholarship application",Lauderhill,Broward,463619442,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,GROSSJUNG FOUNDATION TR U-T-D 12112002,GROSSJUNG FOUNDATION TR U-T-D 12112002,,"""GROSSJUNG FOUNDATION TR U-T-D 12112002"" Coral Springs FL scholarship application",Coral Springs,Broward,656394104,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,SCUTERO FAMILY FOUNDATION INC,SCUTERO FAMILY FOUNDATION INC,,"""SCUTERO FAMILY FOUNDATION INC"" Coral Springs FL scholarship application",Coral Springs,Broward,812419151,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,WORTHY PURPOSE FOUNDATION,WORTHY PURPOSE FOUNDATION,,"""WORTHY PURPOSE FOUNDATION"" Coral Springs FL scholarship application",Coral Springs,Broward,873590753,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,SWEETING FAMILY FOUNDATION INC,SWEETING FAMILY FOUNDATION INC,,"""SWEETING FAMILY FOUNDATION INC"" Homestead FL scholarship application",Homestead,Miami-Dade,923036790,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,CELSIUS FOUNDATION INC,CELSIUS FOUNDATION INC,,"""CELSIUS FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,931924751,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BRIDGE CHARITABLE FOUNDATION INC,BRIDGE CHARITABLE FOUNDATION INC,,"""BRIDGE CHARITABLE FOUNDATION INC"" Miami FL scholarship application",Miami,Miami-Dade,932388262,0,0,T12,Y,ntee-grantmaker:T12;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,SELFLESS ALLIANCE FOUNDATION,SELFLESS ALLIANCE FOUNDATION,,"""SELFLESS ALLIANCE FOUNDATION"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,932943024,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,B3XWISER FOUNDATION TRUST,B3XWISER FOUNDATION TRUST,,"""B3XWISER FOUNDATION TRUST"" Miami FL scholarship application",Miami,Miami-Dade,933030726,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,DAVID AND ROSE HENSHALL FOUNDATION,DAVID AND ROSE HENSHALL FOUNDATION,,"""DAVID AND ROSE HENSHALL FOUNDATION"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,990752319,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,BLF 214 FOUNDATION INC,BLF 214 FOUNDATION INC,,"""BLF 214 FOUNDATION INC"" Boca Raton FL scholarship application",Boca Raton,Palm Beach,991361097,0,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,KIONNE & STACY MCGHEE FOUNDATION,KIONNE & STACY MCGHEE FOUNDATION,,"""KIONNE & STACY MCGHEE FOUNDATION"" Miami FL scholarship application",Miami,Miami-Dade,993041755,0,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,60,UPLAND FOUNDATION,UPLAND FOUNDATION,,"""UPLAND FOUNDATION"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,993669715,0,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,60,ENRIKO AND MONICA M SASSON FAMILY FOUNDATION INC,ENRIKO AND MONICA M SASSON FAMILY FOUNDATION INC,,"""ENRIKO AND MONICA M SASSON FAMILY FOUNDATION INC"" Bal Harbour FL scholarship application",Bal Harbour,Miami-Dade,993909605,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,TERNER FAMILY FOUNDATION,TERNER FAMILY FOUNDATION,,"""TERNER FAMILY FOUNDATION"" Jupiter FL scholarship application",Jupiter,Palm Beach,994580394,0,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,,
D,60,HOWZE FOUNDATION,HOWZE FOUNDATION,,"""HOWZE FOUNDATION"" Miami Beach FL scholarship application",Miami Beach,Miami-Dade,994598862,0,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:03;name:foundation,,,,,,,,,,
D,55,FLORIDA EDUCATION AND ARTS TRUST,FLORIDA EDUCATION AND ARTS TRUST,,"""FLORIDA EDUCATION AND ARTS TRUST"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,933022791,1,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:education,,,,,,,,,,
D,53,MEDNAX SUPPORTING STUDENTS FOUNDATION INC,MEDNAX SUPPORTING STUDENTS FOUNDATION INC,,"""MEDNAX SUPPORTING STUDENTS FOUNDATION INC"" Sunrise FL scholarship application",Sunrise,Broward,830766859,69784,0,B12,Y,files-990PF;private-foundation:04;name:foundation;ntee-education:B12;name:education,,,,,,,,,,
D,53,ROATAN BILINGUAL SCHOOL ACADEMIC FOUNDATION INC,ROATAN BILINGUAL SCHOOL ACADEMIC FOUNDATION INC,,"""ROATAN BILINGUAL SCHOOL ACADEMIC FOUNDATION INC"" Davie FL scholarship application",Davie,Broward,043721878,20546,0,B11,Y,files-990PF;private-foundation:04;name:foundation;ntee-education:B11;name:education,,,,,,,,,,
D,50,WILLIAM J MCKEEHAN TRUST,WILLIAM J MCKEEHAN TRUST,,"""WILLIAM J MCKEEHAN TRUST"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,300798729,995593,0,T23,Y,ntee-grantmaker:T23;files-990PF;private-foundation:04,,,,,,,,,,
D,50,THE ELIZABETH C LAMBERTSON FOUNDATI,THE ELIZABETH C LAMBERTSON FOUNDATI,,"""THE ELIZABETH C LAMBERTSON FOUNDATI"" Coral Gables FL scholarship application",Coral Gables,Miami-Dade,473617457,951429,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04,,,,,,,,,,
D,50,FAITH HOPE TR UAD 11192021,FAITH HOPE TR UAD 11192021,,"""FAITH HOPE TR UAD 11192021"" Delray Beach FL scholarship application",Delray Beach,Palm Beach,876810490,708300,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04,,,,,,,,,,
D,50,DAYAN FAMILY CHARITABLE TR,DAYAN FAMILY CHARITABLE TR,,"""DAYAN FAMILY CHARITABLE TR"" Ft Lauderdale FL scholarship application",Ft Lauderdale,Broward,846650212,692554,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04,,,,,,,,,,
D,50,DENNIS BILECA CHARACTER AND EXCELLENCE INSTITUTE,DENNIS BILECA CHARACTER AND EXCELLENCE INSTITUTE,,"""DENNIS BILECA CHARACTER AND EXCELLENCE INSTITUTE"" Miami FL scholarship application",Miami,Miami-Dade,461553068,675789,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04,,,,,,,,,,
D,50,PETER VERBEECK SUPPORTING ORGANIZATION,PETER VERBEECK SUPPORTING ORGANIZATION,,"""PETER VERBEECK SUPPORTING ORGANIZATION"" Key Biscayne FL scholarship application",Key Biscayne,Miami-Dade,870622911,644340,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04,,,,,,,,,,
D,50,OUR PART,OUR PART,,"""OUR PART"" Aventura FL scholarship application",Aventura,Miami-Dade,474403495,643518,0,T99,Y,ntee-grantmaker:T99;files-990PF;private-foundation:04,,,,,,,,,,
D,50,BRUCE AND LESLIE LANE FOUNDATIONINC,BRUCE AND LESLIE LANE FOUNDATIONINC,,"""BRUCE AND LESLIE LANE FOUNDATIONINC"" Palm Beach FL scholarship application",Palm Beach,Palm Beach,208835161,630869,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04,,,,,,,,,,
