priority,score,name,display_name,chapter_resolved,search_query,city,county,ein,assets,revenue,ntee,files_990pf,signals,verified,has_website,program_url,award_amount,deadline,eligibility,apply_via,platform,notes
C,40,ROBSON FAMILY FOUNDATION,ROBSON FAMILY FOUNDATION,,"""ROBSON FAMILY FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,831793277,1117572,0,P20,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,DAVID LINDSAY FOUNDATION INC,DAVID LINDSAY FOUNDATION INC,,"""DAVID LINDSAY FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,650199642,1107525,0,,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,STELFOX FOUNDATION 12012010,STELFOX FOUNDATION 12012010,,"""STELFOX FOUNDATION 12012010"" Sarasota FL scholarship application",Sarasota,Sarasota,326176794,1069498,0,,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,CHARLES L WACKERLE FOUNDATION INC,CHARLES L WACKERLE FOUNDATION INC,,"""CHARLES L WACKERLE FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,650807329,1057769,0,X21Z,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,MARILYN H FARRISH FOUNDATION,MARILYN H FARRISH FOUNDATION,,"""MARILYN H FARRISH FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,274311259,1053060,0,T90,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,ROSS J BORN AND WENDY G BORN CHARITABLE TRUST,ROSS J BORN AND WENDY G BORN CHARITABLE TRUST,,"""ROSS J BORN AND WENDY G BORN CHARITABLE TRUST"" Longboat Key FL scholarship application",Longboat Key,Sarasota,237653033,1049228,0,,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,RSN FOUNDATION,RSN FOUNDATION,,"""RSN FOUNDATION"" Sarasota FL scholarship application",Sarasota,Sarasota,236805422,1040678,0,,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,40,ST FRANCIS FOUNDATION INC,ST FRANCIS FOUNDATION INC,,"""ST FRANCIS FOUNDATION INC"" Zephyrhills FL scholarship application",Zephyrhills,Pasco,592930960,1030311,0,,Y,files-990PF;private-foundation:04;name:foundation,,,,,,,,,
C,38,KIDS ARK ABC,KIDS ARK ABC,,"""KIDS ARK ABC"" Sarasota FL scholarship application",Sarasota,Sarasota,921284211,1208730,0,B99,Y,files-990PF;private-foundation:04;ntee-education:B99,,,,,,,,,
C,35,PASCO EDUCATION FOUNDATION INC,PASCO EDUCATION FOUNDATION INC,,"""PASCO EDUCATION FOUNDATION INC"" Land O Lakes FL scholarship application",Land O Lakes,Pasco,593048717,6146534,2128966,T30,,ntee-grantmaker:T30;name:foundation;name:education,,,,,,,,,
C,35,KAY ANDREWS EDUCATIONAL FOUNDATION,KAY ANDREWS EDUCATIONAL FOUNDATION,,"""KAY ANDREWS EDUCATIONAL FOUNDATION"" Tampa FL scholarship application",Tampa,Hillsborough,844645299,3051141,7340,T22,,ntee-grantmaker:T22;name:foundation;name:education,,,,,,,,,
C,35,NORMAN E PETERSON AND DIANA LAGER PETERSON EDUCATIONAL FUND INC,NORMAN E PETERSON AND DIANA LAGER PETERSON EDUCATIONAL FUND INC,,"""NORMAN E PETERSON AND DIANA LAGER PETERSON EDUCATIONAL FUND INC"" Sarasota FL scholarship application",Sarasota,Sarasota,592749952,1100818,0,,Y,files-990PF;private-foundation:04;name:education,,,,,,,,,
C,30,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,RAYMOND JAMES CHARITABLE ENDOWMENT FUND,,"""RAYMOND JAMES CHARITABLE ENDOWMENT FUND"" St Petersburg FL scholarship application",St Petersburg,Pinellas,593652538,2370530074,955087502,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,GALASHIELS FUND LTD,GALASHIELS FUND LTD,,"""GALASHIELS FUND LTD"" Sarasota FL scholarship application",Sarasota,Sarasota,943059858,150611966,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,AMERICAN CRAFTSMAN MUSEUM INC,AMERICAN CRAFTSMAN MUSEUM INC,,"""AMERICAN CRAFTSMAN MUSEUM INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,900883474,112697984,0,A50,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,JAMES MUSEUM OF WESTERN ART,JAMES MUSEUM OF WESTERN ART,,"""JAMES MUSEUM OF WESTERN ART"" St Petersburg FL scholarship application",St Petersburg,Pinellas,474364053,96163974,0,A51,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,TAMPA-ORLANDO-PINELLAS JEWISH FOUNDATION INC,TAMPA-ORLANDO-PINELLAS JEWISH FOUNDATION INC,,"""TAMPA-ORLANDO-PINELLAS JEWISH FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,592053655,86675405,11891908,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,GIVERS LEGACY FOUNDATION INC,GIVERS LEGACY FOUNDATION INC,,"""GIVERS LEGACY FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,593498416,68751506,8335104,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,NEMA FOUNDATION INC,NEMA FOUNDATION INC,,"""NEMA FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,274357830,32581469,30496474,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,,"""NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,473438111,27625111,1553474,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
C,30,DR LARRY & ANN LAIKS CHARITABLE TR UAD 31 OCT 2000 AS AMENDED,DR LARRY & ANN LAIKS CHARITABLE TR UAD 31 OCT 2000 AS AMENDED,,"""DR LARRY & ANN LAIKS CHARITABLE TR UAD 31 OCT 2000 AS AMENDED"" Sarasota FL scholarship application",Sarasota,Sarasota,926200770,18377456,0,H30,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,,"""NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,474661995,13605801,2417945,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
C,30,OUR LADY OF DIVINE PROVIDENCE HOUSE OF PRAYER FOUNDATION INC,OUR LADY OF DIVINE PROVIDENCE HOUSE OF PRAYER FOUNDATION INC,,"""OUR LADY OF DIVINE PROVIDENCE HOUSE OF PRAYER FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,593208709,13406360,1693685,T20Z,,ntee-grantmaker:T20Z;name:foundation,,,,,,,,,
C,30,TAMPA BAY TIMES FUND INC,TAMPA BAY TIMES FUND INC,,"""TAMPA BAY TIMES FUND INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,596142547,11098442,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,ALL STAR CHILDRENS FOUNDATION INC,ALL STAR CHILDRENS FOUNDATION INC,,"""ALL STAR CHILDRENS FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,202182079,10538367,3854498,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
C,30,THE IRONMAN FOUNDATION INC,THE IRONMAN FOUNDATION INC,,"""THE IRONMAN FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,651172979,10200549,3118070,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
C,30,CIGAR FAMILY CHARITABLE FOUNDATION INC,CIGAR FAMILY CHARITABLE FOUNDATION INC,,"""CIGAR FAMILY CHARITABLE FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,593735324,8953738,2757997,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,ST STEPHENS EPISCOPAL SCHOOL ENDOWMENT FUND TR,ST STEPHENS EPISCOPAL SCHOOL ENDOWMENT FUND TR,,"""ST STEPHENS EPISCOPAL SCHOOL ENDOWMENT FUND TR"" Bradenton FL scholarship application",Bradenton,Manatee,650771320,8321546,323922,T22Z,,ntee-grantmaker:T22Z;name:foundation,,,,,,,,,
C,30,FIVE STONES FUND INC,FIVE STONES FUND INC,,"""FIVE STONES FUND INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,521300277,8297305,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,CENTER FOR FAITH AND FREEDOM INC,CENTER FOR FAITH AND FREEDOM INC,,"""CENTER FOR FAITH AND FREEDOM INC"" Lakewood Ranch FL scholarship application",Lakewood Ranch,Manatee,330365751,7615698,0,X80,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,FRIENDS OF JOSHUA HOUSE FOUNDATION INC,FRIENDS OF JOSHUA HOUSE FOUNDATION INC,,"""FRIENDS OF JOSHUA HOUSE FOUNDATION INC"" Lutz FL scholarship application",Lutz,Hillsborough,200597719,7187499,2224385,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,MARIETTA MUSEUM OF ART & WHIMSY INC,MARIETTA MUSEUM OF ART & WHIMSY INC,,"""MARIETTA MUSEUM OF ART & WHIMSY INC"" Sarasota FL scholarship application",Sarasota,Sarasota,270328538,5936595,0,A50,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,FLORIDA STATE FAIR FOUNDATION INC,FLORIDA STATE FAIR FOUNDATION INC,,"""FLORIDA STATE FAIR FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,593362841,5201102,502450,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,HISTORY HERITAGE AND HOPE FOUNDATION INC,HISTORY HERITAGE AND HOPE FOUNDATION INC,,"""HISTORY HERITAGE AND HOPE FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,593643874,4454841,90048,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,FATHER LOPEZ FOUNDATION INC,FATHER LOPEZ FOUNDATION INC,,"""FATHER LOPEZ FOUNDATION INC"" Lutz FL scholarship application",Lutz,Hillsborough,593124478,4353815,437125,T22Z,,ntee-grantmaker:T22Z;name:foundation,,,,,,,,,
C,30,TAMPA BAY BUCCANEERS FOUNDATION INC,TAMPA BAY BUCCANEERS FOUNDATION INC,,"""TAMPA BAY BUCCANEERS FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,113642571,4321436,2777641,T21,,ntee-grantmaker:T21;name:foundation,,,,,,,,,
C,30,BRADENTON MISSIONARY VILLAGE INC,BRADENTON MISSIONARY VILLAGE INC,,"""BRADENTON MISSIONARY VILLAGE INC"" Bradenton FL scholarship application",Bradenton,Manatee,753109465,4126820,0,L20,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS OF MANATEE CO,SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS OF MANATEE CO,,"""SOCIETY FOR THE PREVENTION OF CRUELTY TO ANIMALS OF MANATEE CO"" Bradenton FL scholarship application",Bradenton,Manatee,590826963,4067365,0,,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,MCDONALD TRAINING CENTER FOUNDATION INC,MCDONALD TRAINING CENTER FOUNDATION INC,,"""MCDONALD TRAINING CENTER FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,593015432,3821479,256837,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,
C,30,LORDSHIP FOUNDATION INC,LORDSHIP FOUNDATION INC,,"""LORDSHIP FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,582611428,3318623,542603,T20,,ntee-grantmaker:T20;name:foundation,,,,,,,,,
C,30,BROADRICK FAMILY FOUNDATION OF FLORIDA INC,BROADRICK FAMILY FOUNDATION OF FLORIDA INC,,"""BROADRICK FAMILY FOUNDATION OF FLORIDA INC"" Lutz FL scholarship application",Lutz,Hillsborough,811299927,3266313,1022806,T12,,ntee-grantmaker:T12;name:foundation,,,,,,,,,
C,30,PATRIOT HILL RANCH INC,PATRIOT HILL RANCH INC,,"""PATRIOT HILL RANCH INC"" Parrish FL scholarship application",Parrish,Manatee,853274231,3005678,0,W30,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,JOSEPH N & ROSEMARY E LOW FDN,JOSEPH N & ROSEMARY E LOW FDN,,"""JOSEPH N & ROSEMARY E LOW FDN"" St Petersburg FL scholarship application",St Petersburg,Pinellas,306736705,3000289,0,T50,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,CAMP IDLEWILD OF FLORIDA INC,CAMP IDLEWILD OF FLORIDA INC,,"""CAMP IDLEWILD OF FLORIDA INC"" Land O Lakes FL scholarship application",Land O Lakes,Pasco,462815027,2972616,0,N20,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC,,"""NATIONAL CHRISTIAN CHARITABLE FOUNDATION INC"" Clearwater FL scholarship application",Clearwater,Pinellas,473162614,2853926,1990135,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
C,30,CLARK FAMILY FUND INC,CLARK FAMILY FUND INC,,"""CLARK FAMILY FUND INC"" Tampa FL scholarship application",Tampa,Hillsborough,650118632,2636030,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,INTERNATIONAL INDEPENDENT SHOWMENS MUSEUM CORPORATION,INTERNATIONAL INDEPENDENT SHOWMENS MUSEUM CORPORATION,,"""INTERNATIONAL INDEPENDENT SHOWMENS MUSEUM CORPORATION"" Riverview FL scholarship application",Riverview,Hillsborough,593658955,2392447,0,A540,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,WETHERINGTON FOUNDATION INC,WETHERINGTON FOUNDATION INC,,"""WETHERINGTON FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,371472181,2310904,466333,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,IDLEWILD FOUNDATION,IDLEWILD FOUNDATION,,"""IDLEWILD FOUNDATION"" Lutz FL scholarship application",Lutz,Hillsborough,263267484,2160020,359004,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
C,30,MANATEE MEMORIAL FOUNDATION INC,MANATEE MEMORIAL FOUNDATION INC,,"""MANATEE MEMORIAL FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,650392921,1670363,1379638,T30,,ntee-grantmaker:T30;name:foundation,,,,,,,,,
C,30,STARS IN THE FOREST WILDLIFE REHABILITATION INC,STARS IN THE FOREST WILDLIFE REHABILITATION INC,,"""STARS IN THE FOREST WILDLIFE REHABILITATION INC"" North Port FL scholarship application",North Port,Sarasota,113450782,1319976,0,D340,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,TW DIXSON FDN THE CHILDRENS HOME,TW DIXSON FDN THE CHILDRENS HOME,,"""TW DIXSON FDN THE CHILDRENS HOME"" St Petersburg FL scholarship application",St Petersburg,Pinellas,586155647,1309743,0,P110,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,WIN THE DAY FOUNDATION INC,WIN THE DAY FOUNDATION INC,,"""WIN THE DAY FOUNDATION INC"" Spring Hill FL scholarship application",Spring Hill,Pasco,863185846,1244506,150965,T31,,ntee-grantmaker:T31;name:foundation,,,,,,,,,
C,30,LOUISE H MEYER & EDWARD R MEYER MEMORIAL TRUST,LOUISE H MEYER & EDWARD R MEYER MEMORIAL TRUST,,"""LOUISE H MEYER & EDWARD R MEYER MEMORIAL TRUST"" St Petersburg FL scholarship application",St Petersburg,Pinellas,943228275,1224157,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,CHURCHSHARE BIBLE INSTITUTE INC,CHURCHSHARE BIBLE INSTITUTE INC,,"""CHURCHSHARE BIBLE INSTITUTE INC"" Sarasota FL scholarship application",Sarasota,Sarasota,850653509,1205820,0,X20,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,SUE C CARILLO TR FBO SAFE PASSAGE,SUE C CARILLO TR FBO SAFE PASSAGE,,"""SUE C CARILLO TR FBO SAFE PASSAGE"" St Petersburg FL scholarship application",St Petersburg,Pinellas,876693543,1195179,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,SUE C CARILLO TR FBO LANCASTER CHILD,SUE C CARILLO TR FBO LANCASTER CHILD,,"""SUE C CARILLO TR FBO LANCASTER CHILD"" St Petersburg FL scholarship application",St Petersburg,Pinellas,876693613,1194395,0,P20,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,PENNY LANE BEATLES MUSEUM INC,PENNY LANE BEATLES MUSEUM INC,,"""PENNY LANE BEATLES MUSEUM INC"" Clearwater FL scholarship application",Clearwater,Pinellas,831896322,1141384,0,A50,Y,files-990PF;private-foundation:03,,,,,,,,,
C,30,MANATEE RIVER YOUTH SAILING INC,MANATEE RIVER YOUTH SAILING INC,,"""MANATEE RIVER YOUTH SAILING INC"" Palmetto FL scholarship application",Palmetto,Manatee,596151488,1128169,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,30,BETHKE FAMILY CHARITABLE TUW,BETHKE FAMILY CHARITABLE TUW,,"""BETHKE FAMILY CHARITABLE TUW"" St Petersburg FL scholarship application",St Petersburg,Pinellas,416165048,1014307,0,,Y,files-990PF;private-foundation:04,,,,,,,,,
C,25,THE RICHARD L MOOK EDUCATIONAL SCHO LARSHIP FUND,THE RICHARD L MOOK EDUCATIONAL SCHO LARSHIP FUND,,"""THE RICHARD L MOOK EDUCATIONAL SCHO LARSHIP FUND"" St Petersburg FL scholarship application",St Petersburg,Pinellas,306719546,1953132,0,,Y,files-990PF;name:education,,,,,,,,,
C,23,STATE COLLEGE OF FLORIDA FOUNDATION INC,STATE COLLEGE OF FLORIDA FOUNDATION INC,,"""STATE COLLEGE OF FLORIDA FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,591843274,105321832,9169741,B114,,name:foundation;ntee-education:B114;name:education,,,,,,,,,
C,23,ST PETERSBURG COLLEGE FOUNDATION INC,ST PETERSBURG COLLEGE FOUNDATION INC,,"""ST PETERSBURG COLLEGE FOUNDATION INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,591954362,101681023,18386327,B110,,name:foundation;ntee-education:B110;name:education,,,,,,,,,
C,23,NEW COLLEGE FOUNDATION INCORPORATED,NEW COLLEGE FOUNDATION INCORPORATED,,"""NEW COLLEGE FOUNDATION INCORPORATED"" Sarasota FL scholarship application",Sarasota,Sarasota,590911744,57947210,14077675,B110,,name:foundation;ntee-education:B110;name:education,,,,,,,,,
C,23,PINELLAS COUNTY EDUCATION FOUNDATION INC,PINELLAS COUNTY EDUCATION FOUNDATION INC,,"""PINELLAS COUNTY EDUCATION FOUNDATION INC"" Largo FL scholarship application",Largo,Pinellas,592688253,50240089,9273902,B12,,name:foundation;ntee-education:B12;name:education,,,,,,,,,
C,23,HILLSBOROUGH EDUCATION FOUNDATION INC,HILLSBOROUGH EDUCATION FOUNDATION INC,,"""HILLSBOROUGH EDUCATION FOUNDATION INC"" Tampa FL scholarship application",Tampa,Hillsborough,592883361,12592599,11664130,B90,,name:foundation;ntee-education:B90;name:education,,,,,,,,,
C,23,EDUCATION FOUNDATION OF SARASOTA CO UNTY INC,EDUCATION FOUNDATION OF SARASOTA CO UNTY INC,,"""EDUCATION FOUNDATION OF SARASOTA CO UNTY INC"" Sarasota FL scholarship application",Sarasota,Sarasota,592320858,12030085,4780412,B122,,name:foundation;ntee-education:B122;name:education,,,,,,,,,
C,23,WREC EDUCATIONAL FOUNDATION INC,WREC EDUCATIONAL FOUNDATION INC,,"""WREC EDUCATIONAL FOUNDATION INC"" Dade City FL scholarship application",Dade City,Pasco,593407203,10300706,2369687,B82Z,,name:foundation;ntee-education:B82Z;name:education,,,,,,,,,
C,23,FOUNDATION CHRISTIAN ACADEMY INC,FOUNDATION CHRISTIAN ACADEMY INC,,"""FOUNDATION CHRISTIAN ACADEMY INC"" Valrico FL scholarship application",Valrico,Hillsborough,593128048,9422893,5080391,B21,,name:foundation;ntee-education:B21;name:education,,,,,,,,,
C,23,GULF COAST ACADEMY OF SCIENCE AND TECHNOLOGY EDUCATION FOUNDATION IN,GULF COAST ACADEMY OF SCIENCE AND TECHNOLOGY EDUCATION FOUNDATION IN,,"""GULF COAST ACADEMY OF SCIENCE AND TECHNOLOGY EDUCATION FOUNDATION IN"" Spring Hill FL scholarship application",Spring Hill,Pasco,270965069,2703085,580998,B11,,name:foundation;ntee-education:B11;name:education,,,,,,,,,
C,20,UNIVERSITY OF SOUTH FLORIDA INSTITUTE OF APPLIED ENGINEERING I,UNIVERSITY OF SOUTH FLORIDA INSTITUTE OF APPLIED ENGINEERING I,,"""UNIVERSITY OF SOUTH FLORIDA INSTITUTE OF APPLIED ENGINEERING I"" Tampa FL scholarship application",Tampa,Hillsborough,831012625,10888270,12952649,T30,,ntee-grantmaker:T30,,,,,,,,,
C,20,GULF COAST CARES INC,GULF COAST CARES INC,,"""GULF COAST CARES INC"" Clearwater FL scholarship application",Clearwater,Pinellas,475550256,7347603,717833,T30,,ntee-grantmaker:T30,,,,,,,,,
C,20,BETTY JANE BELL CHARITABLE TR II,BETTY JANE BELL CHARITABLE TR II,,"""BETTY JANE BELL CHARITABLE TR II"" St Petersburg FL scholarship application",St Petersburg,Pinellas,826747123,5676909,0,,Y,files-990PF,,,,,,,,,
C,20,BETTY JANE BELL CHARITABLE TR I,BETTY JANE BELL CHARITABLE TR I,,"""BETTY JANE BELL CHARITABLE TR I"" St Petersburg FL scholarship application",St Petersburg,Pinellas,826745168,5660759,0,,Y,files-990PF,,,,,,,,,
C,20,TAKE STOCK IN CHILDREN OF MANATEE COUNTY INC,TAKE STOCK IN CHILDREN OF MANATEE COUNTY INC,,"""TAKE STOCK IN CHILDREN OF MANATEE COUNTY INC"" Palmetto FL scholarship application",Palmetto,Manatee,461337168,5103389,1424147,T30,,ntee-grantmaker:T30,,,,,,,,,
C,20,BRANDEN SPORTS AND AQUATIC CENTER,BRANDEN SPORTS AND AQUATIC CENTER,,"""BRANDEN SPORTS AND AQUATIC CENTER"" Brandon FL scholarship application",Brandon,Hillsborough,591001300,4847334,4088787,T20,,ntee-grantmaker:T20,,,,,,,,,
C,20,HOWARD & ETHEL ROSS TR UA 2,HOWARD & ETHEL ROSS TR UA 2,,"""HOWARD & ETHEL ROSS TR UA 2"" Clearwater FL scholarship application",Clearwater,Pinellas,597109127,4836740,401732,T20J,,ntee-grantmaker:T20J,,,,,,,,,
C,20,COPPERHEAD CHARITIES INC,COPPERHEAD CHARITIES INC,,"""COPPERHEAD CHARITIES INC"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,592319162,4182823,18260364,T990,,ntee-grantmaker:T990,,,,,,,,,
C,20,ELIZABETH D CONKLIN IRRV SETTLEMENT TR 12122022,ELIZABETH D CONKLIN IRRV SETTLEMENT TR 12122022,,"""ELIZABETH D CONKLIN IRRV SETTLEMENT TR 12122022"" Tampa FL scholarship application",Tampa,Hillsborough,926606241,2946774,0,,Y,files-990PF,,,,,,,,,
C,20,MELVA LONG TR,MELVA LONG TR,,"""MELVA LONG TR"" St Petersburg FL scholarship application",St Petersburg,Pinellas,306722342,2665453,0,,Y,files-990PF,,,,,,,,,
C,20,F E A S T INC,F E A S T INC,,"""F E A S T INC"" Palm Harbor FL scholarship application",Palm Harbor,Pinellas,592981961,2613552,2857925,T30Z,,ntee-grantmaker:T30Z,,,,,,,,,
C,20,FLORIDA K OF C CHARITIES INC,FLORIDA K OF C CHARITIES INC,,"""FLORIDA K OF C CHARITIES INC"" Valrico FL scholarship application",Valrico,Hillsborough,593659193,2186768,838177,T30,,ntee-grantmaker:T30,,,,,,,,,
C,20,CHISELERS INC,CHISELERS INC,,"""CHISELERS INC"" Tampa FL scholarship application",Tampa,Hillsborough,596200154,1804571,523642,T30,,ntee-grantmaker:T30,,,,,,,,,
C,20,SAMARITAN COUNSELING SERVICES OF THE GULF COAST INC,SAMARITAN COUNSELING SERVICES OF THE GULF COAST INC,,"""SAMARITAN COUNSELING SERVICES OF THE GULF COAST INC"" Sarasota FL scholarship application",Sarasota,Sarasota,593457923,1625194,2961322,T20I,,ntee-grantmaker:T20I,,,,,,,,,
C,20,JOHN AND ELIZABETH SULZBACH MEMORIAL TR 09252022,JOHN AND ELIZABETH SULZBACH MEMORIAL TR 09252022,,"""JOHN AND ELIZABETH SULZBACH MEMORIAL TR 09252022"" Tampa FL scholarship application",Tampa,Hillsborough,996669601,1536379,0,,Y,files-990PF,,,,,,,,,
C,20,CORONA & FREDERICK LEWIS CHAR TR,CORONA & FREDERICK LEWIS CHAR TR,,"""CORONA & FREDERICK LEWIS CHAR TR"" St Petersburg FL scholarship application",St Petersburg,Pinellas,306595453,1352941,117191,T20,,ntee-grantmaker:T20,,,,,,,,,
C,20,TRAVELING PRESS FUND INC,TRAVELING PRESS FUND INC,,"""TRAVELING PRESS FUND INC"" St Petersburg FL scholarship application",St Petersburg,Pinellas,842726336,1260015,4365826,T99,,ntee-grantmaker:T99,,,,,,,,,
C,20,CLARA SCHOENBORN MASON IRRV ADMINISTRATIVE TR 12222023,CLARA SCHOENBORN MASON IRRV ADMINISTRATIVE TR 12222023,,"""CLARA SCHOENBORN MASON IRRV ADMINISTRATIVE TR 12222023"" Tampa FL scholarship application",Tampa,Hillsborough,996475994,1175612,0,,Y,files-990PF,,,,,,,,,
C,20,ARMED FORCES FAMILIES FOUNDATIONINC,ARMED FORCES FAMILIES FOUNDATIONINC,,"""ARMED FORCES FAMILIES FOUNDATIONINC"" Clearwater FL scholarship application",Clearwater,Pinellas,205802155,1091202,29460,T30,,ntee-grantmaker:T30,,,,,,,,,
C,20,HILLSBOROUGH COUNTY FIREFIGHTER CHARITIES INC,HILLSBOROUGH COUNTY FIREFIGHTER CHARITIES INC,,"""HILLSBOROUGH COUNTY FIREFIGHTER CHARITIES INC"" Tampa FL scholarship application",Tampa,Hillsborough,030390529,1039340,234526,T30,,ntee-grantmaker:T30,,,,,,,,,
D,65,IMG ACADEMY FOUNDATION INC,IMG ACADEMY FOUNDATION INC,,"""IMG ACADEMY FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,883778491,400749,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation;name:education,,,,,,,,,
D,65,CHRISTIAN EDUCATION FOUNDATION INC,CHRISTIAN EDUCATION FOUNDATION INC,,"""CHRISTIAN EDUCATION FOUNDATION INC"" Dade City FL scholarship application",Dade City,Pasco,900884039,184387,0,T20,Y,ntee-grantmaker:T20;files-990PF;private-foundation:04;name:foundation;name:education,,,,,,,,,
D,65,ARISTOTLE EDUCATION FOUNDATION INC,ARISTOTLE EDUCATION FOUNDATION INC,,"""ARISTOTLE EDUCATION FOUNDATION INC"" Sarasota FL scholarship application",Sarasota,Sarasota,830753828,1,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation;name:education,,,,,,,,,
D,60,HUMPHREY FAMILY FOUNDATION INC,HUMPHREY FAMILY FOUNDATION INC,,"""HUMPHREY FAMILY FOUNDATION INC"" Bradenton FL scholarship application",Bradenton,Manatee,814306908,993940,0,T22,Y,ntee-grantmaker:T22;files-990PF;private-foundation:04;name:foundation,,,,,,,,,
